# accelerometer data
# file: 'rgbd_dataset_freiburg1_plant.bag'
# timestamp ax ay az
1305032350.400625 2.011621 11.267470 -1.867933
1305032350.403769 2.035568 11.459053 -2.059516
1305032350.404750 2.035568 11.459053 -2.059516
1305032350.408239 2.011621 11.459053 -2.059516
1305032350.409341 2.011621 11.459053 -2.059516
1305032350.412664 1.999647 11.459053 -2.035568
1305032350.413648 1.999647 11.459053 -2.035568
1305032350.414769 1.999647 11.459053 -2.035568
1305032350.415880 1.999647 11.459053 -2.035568
1305032350.419362 2.011621 11.363261 -1.867933
1305032350.420516 2.011621 11.363261 -1.867933
1305032350.423644 2.035568 11.075887 -2.059516
1305032350.424736 2.035568 11.075887 -2.059516
1305032350.428228 2.023594 10.884304 -1.867933
1305032350.429228 2.023594 10.884304 -1.867933
1305032350.432499 2.107412 10.716669 -1.700298
1305032350.433485 2.107412 10.716669 -1.700298
1305032350.434724 2.107412 10.716669 -1.700298
1305032350.435720 2.107412 10.716669 -1.700298
1305032350.439350 2.394786 10.321529 -2.059516
1305032350.440488 2.394786 10.321529 -2.059516
1305032350.443767 2.406760 10.117972 -1.867933
1305032350.444758 2.406760 10.117972 -1.867933
1305032350.448404 2.406760 9.950337 -1.963725
1305032350.449378 2.406760 9.950337 -1.963725
1305032350.452645 2.310969 9.830598 -1.963725
1305032350.453635 2.310969 9.830598 -1.963725
1305032350.457236 2.406760 9.734806 -2.047542
1305032350.458264 2.406760 9.734806 -2.047542
1305032350.459527 2.406760 9.734806 -2.047542
1305032350.460531 2.406760 9.734806 -2.047542
1305032350.463636 2.394786 9.734806 -2.059516
1305032350.464788 2.394786 9.734806 -2.059516
1305032350.468402 2.394786 9.543224 -1.867933
1305032350.469368 2.394786 9.543224 -1.867933
1305032350.472666 2.358865 9.543224 -2.011621
1305032350.473670 2.358865 9.543224 -2.011621
1305032350.477289 2.215177 9.734806 -1.676350
1305032350.478429 2.215177 9.734806 -1.676350
1305032350.479516 2.215177 9.734806 -1.676350
1305032350.480672 2.215177 9.734806 -1.676350
1305032350.483785 2.011621 9.926389 -1.293185
1305032350.484780 2.011621 9.926389 -1.293185
1305032350.488448 2.035568 10.261659 -1.317132
1305032350.489401 2.035568 10.261659 -1.317132
1305032350.492674 2.215177 10.309555 -1.005810
1305032350.493652 2.215177 10.309555 -1.005810
1305032350.497268 2.011621 10.501138 -0.910019
1305032350.498272 2.011621 10.501138 -0.910019
1305032350.499504 2.011621 10.501138 -0.910019
1305032350.500505 2.011621 10.501138 -0.910019
1305032350.503634 2.394786 10.644825 -0.718436
1305032350.504787 2.394786 10.644825 -0.718436
1305032350.508429 2.215177 10.788512 -0.431062
1305032350.509409 2.215177 10.788512 -0.431062
1305032350.512678 2.310969 10.884304 -0.526853
1305032350.513681 2.310969 10.884304 -0.526853
1305032350.517278 2.406760 10.692721 -0.718436
1305032350.518319 2.406760 10.692721 -0.718436
1305032350.519556 2.406760 10.692721 -0.718436
1305032350.520666 2.406760 10.692721 -0.718436
1305032350.523826 2.310969 10.501138 -0.910019
1305032350.524773 2.310969 10.501138 -0.910019
1305032350.528450 2.310969 10.405347 -1.293185
1305032350.529425 2.310969 10.405347 -1.293185
1305032350.532688 2.215177 10.309555 -1.388976
1305032350.533651 2.215177 10.309555 -1.388976
1305032350.537507 2.215177 10.309555 -1.724246
1305032350.538426 2.215177 10.309555 -1.724246
1305032350.539522 2.215177 10.309555 -1.724246
1305032350.542663 2.011621 10.117972 -2.155308
1305032350.543674 2.011621 10.117972 -2.155308
1305032350.547322 2.107412 10.309555 -2.442682
1305032350.548449 2.107412 10.309555 -2.442682
1305032350.549565 2.107412 10.309555 -2.442682
1305032350.550698 2.107412 10.309555 -2.442682
1305032350.553936 2.059516 9.926389 -2.825848
1305032350.554983 2.059516 9.926389 -2.825848
1305032350.558496 2.310969 9.926389 -2.873744
1305032350.559488 2.310969 9.926389 -2.873744
1305032350.562702 2.215177 9.974285 -2.921639
1305032350.563684 2.215177 9.974285 -2.921639
1305032350.567233 2.406760 9.974285 -3.017431
1305032350.568286 2.406760 9.974285 -3.017431
1305032350.569541 2.406760 9.974285 -3.017431
1305032350.570545 2.406760 9.974285 -3.017431
1305032350.573835 2.394786 10.022181 -2.730056
1305032350.574805 2.394786 10.022181 -2.730056
1305032350.578435 2.358865 9.950337 -2.777952
1305032350.579426 2.358865 9.950337 -2.777952
1305032350.582712 2.442682 9.938363 -2.442682
1305032350.583694 2.442682 9.938363 -2.442682
1305032350.587301 2.586369 9.974285 -2.346891
1305032350.588489 2.586369 9.974285 -2.346891
1305032350.589609 2.586369 9.974285 -2.346891
1305032350.590755 2.586369 9.974285 -2.346891
1305032350.593843 2.789926 9.734806 -2.251099
1305032350.594832 2.789926 9.734806 -2.251099
1305032350.598431 2.789926 9.639015 -2.251099
1305032350.599424 2.789926 9.639015 -2.251099
1305032350.602710 2.981509 9.543224 -1.867933
1305032350.603703 2.981509 9.543224 -1.867933
1305032350.607321 2.981509 9.351641 -1.700298
1305032350.608343 2.981509 9.351641 -1.700298
1305032350.609602 2.981509 9.351641 -1.700298
1305032350.610583 2.981509 9.351641 -1.700298
1305032350.613873 2.777952 9.495328 -1.867933
1305032350.614855 2.777952 9.495328 -1.867933
1305032350.618502 2.694135 9.543224 -1.628455
1305032350.619502 2.694135 9.543224 -1.628455
1305032350.622739 2.586369 9.543224 -1.676350
1305032350.623714 2.586369 9.543224 -1.676350
1305032350.627387 2.442682 9.734806 -1.676350
1305032350.628357 2.442682 9.734806 -1.676350
1305032350.629648 2.442682 9.734806 -1.676350
1305032350.630632 2.442682 9.734806 -1.676350
1305032350.633708 2.406760 9.926389 -1.628455
1305032350.634860 2.406760 9.926389 -1.628455
1305032350.638323 2.586369 9.926389 -1.700298
1305032350.639307 2.586369 9.926389 -1.700298
1305032350.642600 2.442682 9.974285 -1.676350
1305032350.643738 2.442682 9.974285 -1.676350
1305032350.645061 2.442682 9.974285 -1.676350
1305032350.646367 2.442682 9.974285 -1.676350
1305032350.649602 2.406760 10.022181 -2.059516
1305032350.650745 2.406760 10.022181 -2.059516
1305032350.653878 2.406760 10.117972 -2.059516
1305032350.654910 2.406760 10.117972 -2.059516
1305032350.658368 2.406760 9.926389 -2.059516
1305032350.659336 2.406760 9.926389 -2.059516
1305032350.662640 2.406760 9.734806 -2.059516
1305032350.663749 2.406760 9.734806 -2.059516
1305032350.665215 2.406760 9.734806 -2.059516
1305032350.666341 2.406760 9.734806 -2.059516
1305032350.669596 2.382812 9.878494 -1.963725
1305032350.670595 2.382812 9.878494 -1.963725
1305032350.673867 2.406760 9.543224 -2.059516
1305032350.674895 2.406760 9.543224 -2.059516
1305032350.678513 2.406760 9.447432 -2.107412
1305032350.679509 2.406760 9.447432 -2.107412
1305032350.682794 2.406760 9.160058 -2.155308
1305032350.683718 2.406760 9.160058 -2.155308
1305032350.687298 2.694135 8.968475 -2.107412
1305032350.688522 2.694135 8.968475 -2.107412
1305032350.689487 2.694135 8.968475 -2.107412
1305032350.692778 2.742030 8.681100 -2.059516
1305032350.693751 2.742030 8.681100 -2.059516
1305032350.697355 2.442682 8.585309 -1.867933
1305032350.698356 2.442682 8.585309 -1.867933
1305032350.699599 2.442682 8.585309 -1.867933
1305032350.700604 2.442682 8.585309 -1.867933
1305032350.703733 2.490578 8.585309 -1.867933
1305032350.704887 2.490578 8.585309 -1.867933
1305032350.708587 2.406760 8.681100 -1.676350
1305032350.709490 2.406760 8.681100 -1.676350
1305032350.712694 2.490578 8.764918 -1.676350
1305032350.713643 2.490578 8.764918 -1.676350
1305032350.714881 2.490578 8.764918 -1.676350
1305032350.715880 2.490578 8.764918 -1.676350
1305032350.719533 2.358865 9.160058 -1.676350
1305032350.720501 2.358865 9.160058 -1.676350
1305032350.723780 2.406760 9.207953 -1.724246
1305032350.724776 2.406760 9.207953 -1.724246
1305032350.728393 2.310969 9.591119 -1.676350
1305032350.729386 2.310969 9.591119 -1.676350
1305032350.732647 2.310969 9.734806 -1.676350
1305032350.733819 2.310969 9.734806 -1.676350
1305032350.735093 2.310969 9.734806 -1.676350
1305032350.738421 2.394786 9.926389 -1.676350
1305032350.739366 2.394786 9.926389 -1.676350
1305032350.742793 2.310969 10.022181 -1.628455
1305032350.743774 2.310969 10.022181 -1.628455
1305032350.747384 2.310969 10.213764 -1.388976
1305032350.748422 2.310969 10.213764 -1.388976
1305032350.749385 2.310969 10.213764 -1.388976
1305032350.752782 2.107412 10.213764 -1.484768
1305032350.753803 2.107412 10.213764 -1.484768
1305032350.757397 2.011621 10.117972 -1.293185
1305032350.758453 2.011621 10.117972 -1.293185
1305032350.759674 2.011621 10.117972 -1.293185
1305032350.760656 2.011621 10.117972 -1.293185
1305032350.763793 2.011621 9.974285 -1.293185
1305032350.764936 2.011621 9.974285 -1.293185
1305032350.768396 2.011621 10.022181 -1.293185
1305032350.769335 2.011621 10.022181 -1.293185
1305032350.772824 2.011621 9.926389 -1.484768
1305032350.773819 2.011621 9.926389 -1.484768
1305032350.774918 2.011621 9.926389 -1.484768
1305032350.776057 2.011621 9.926389 -1.484768
1305032350.779564 2.011621 9.734806 -1.484768
1305032350.780682 2.011621 9.734806 -1.484768
1305032350.783929 1.999647 9.555197 -1.664376
1305032350.784980 1.999647 9.555197 -1.664376
1305032350.788541 1.975699 9.734806 -1.664376
1305032350.789541 1.975699 9.734806 -1.664376
1305032350.792823 1.820038 9.734806 -1.580559
1305032350.793801 1.820038 9.734806 -1.580559
1305032350.797436 1.927803 9.734806 -1.676350
1305032350.798435 1.927803 9.734806 -1.676350
1305032350.799655 1.927803 9.734806 -1.676350
1305032350.800784 1.927803 9.734806 -1.676350
1305032350.803816 1.724246 9.639015 -1.676350
1305032350.804931 1.724246 9.639015 -1.676350
1305032350.808584 1.676350 9.543224 -1.772142
1305032350.809541 1.676350 9.543224 -1.772142
1305032350.812837 1.676350 9.555197 -2.011621
1305032350.813812 1.676350 9.555197 -2.011621
1305032350.817460 1.724246 9.543224 -2.011621
1305032350.818438 1.724246 9.543224 -2.011621
1305032350.819702 1.724246 9.543224 -2.011621
1305032350.820830 1.724246 9.543224 -2.011621
1305032350.823816 1.652403 9.734806 -2.059516
1305032350.824942 1.652403 9.734806 -2.059516
1305032350.828477 1.640429 9.926389 -1.963725
1305032350.829571 1.640429 9.926389 -1.963725
1305032350.832703 1.592533 9.974285 -1.867933
1305032350.833687 1.592533 9.974285 -1.867933
1305032350.834911 1.592533 9.974285 -1.867933
1305032350.835959 1.592533 9.974285 -1.867933
1305032350.839549 1.640429 10.213764 -2.059516
1305032350.840700 1.640429 10.213764 -2.059516
1305032350.843967 1.628455 10.309555 -1.676350
1305032350.844989 1.628455 10.309555 -1.676350
1305032350.848577 1.640429 10.285607 -1.772142
1305032350.849580 1.640429 10.285607 -1.772142
1305032350.852860 1.724246 10.213764 -1.963725
1305032350.853834 1.724246 10.213764 -1.963725
1305032350.857473 1.676350 10.213764 -1.772142
1305032350.858471 1.676350 10.213764 -1.772142
1305032350.859726 1.676350 10.213764 -1.772142
1305032350.860861 1.676350 10.213764 -1.772142
1305032350.863979 1.724246 10.333503 -1.963725
1305032350.865012 1.724246 10.333503 -1.963725
1305032350.868566 1.640429 10.501138 -1.867933
1305032350.869564 1.640429 10.501138 -1.867933
1305032350.872902 1.640429 10.692721 -1.963725
1305032350.873859 1.640429 10.692721 -1.963725
1305032350.877476 1.676350 10.596929 -2.155308
1305032350.878481 1.676350 10.596929 -2.155308
1305032350.879724 1.676350 10.596929 -2.155308
1305032350.880868 1.676350 10.596929 -2.155308
1305032350.883946 1.652403 10.357451 -2.442682
1305032350.885016 1.652403 10.357451 -2.442682
1305032350.888602 1.640429 10.213764 -2.442682
1305032350.889601 1.640429 10.213764 -2.442682
1305032350.892890 1.640429 9.974285 -2.634265
1305032350.893847 1.640429 9.974285 -2.634265
1305032350.897485 1.724246 9.926389 -2.825848
1305032350.898590 1.724246 9.926389 -2.825848
1305032350.899708 1.724246 9.926389 -2.825848
1305032350.900836 1.724246 9.926389 -2.825848
1305032350.903834 1.628455 9.734806 -2.825848
1305032350.905028 1.628455 9.734806 -2.825848
1305032350.908670 1.616481 9.519276 -2.825848
1305032350.909611 1.616481 9.519276 -2.825848
1305032350.912770 1.616481 9.543224 -2.825848
1305032350.913897 1.616481 9.543224 -2.825848
1305032350.915021 1.616481 9.543224 -2.825848
1305032350.916161 1.616481 9.543224 -2.825848
1305032350.919612 1.640429 9.543224 -3.017431
1305032350.920782 1.640429 9.543224 -3.017431
1305032350.924004 1.628455 9.591119 -2.825848
1305032350.925004 1.628455 9.591119 -2.825848
1305032350.928637 1.628455 9.543224 -2.825848
1305032350.929603 1.628455 9.543224 -2.825848
1305032350.932892 1.640429 9.639015 -2.730056
1305032350.933844 1.640429 9.639015 -2.730056
1305032350.937668 1.724246 9.639015 -2.538474
1305032350.938592 1.724246 9.639015 -2.538474
1305032350.939594 1.724246 9.639015 -2.538474
1305032350.942893 1.640429 9.926389 -2.538474
1305032350.943875 1.640429 9.926389 -2.538474
1305032350.947508 1.640429 10.117972 -2.442682
1305032350.948645 1.640429 10.117972 -2.442682
1305032350.949627 1.640429 10.117972 -2.442682
1305032350.952898 1.724246 10.309555 -2.538474
1305032350.953906 1.724246 10.309555 -2.538474
1305032350.957526 1.616481 10.405347 -2.490578
1305032350.958535 1.616481 10.405347 -2.490578
1305032350.959819 1.616481 10.405347 -2.490578
1305032350.960769 1.616481 10.405347 -2.490578
1305032350.963904 1.640429 10.596929 -2.490578
1305032350.965037 1.640429 10.596929 -2.490578
1305032350.968623 1.640429 10.692721 -2.634265
1305032350.969615 1.640429 10.692721 -2.634265
1305032350.972917 1.640429 10.788512 -2.825848
1305032350.973891 1.640429 10.788512 -2.825848
1305032350.977495 1.448846 10.884304 -3.017431
1305032350.978554 1.448846 10.884304 -3.017431
1305032350.979766 1.448846 10.884304 -3.017431
1305032350.980892 1.448846 10.884304 -3.017431
1305032350.984031 1.544637 10.788512 -3.304805
1305032350.985016 1.544637 10.788512 -3.304805
1305032350.988645 1.640429 10.596929 -3.592179
1305032350.989653 1.640429 10.596929 -3.592179
1305032350.993079 1.628455 10.501138 -3.783762
1305032350.994039 1.628455 10.501138 -3.783762
1305032350.997535 1.628455 10.285607 -3.975345
1305032350.998500 1.628455 10.285607 -3.975345
1305032350.999748 1.628455 10.285607 -3.975345
1305032351.000874 1.628455 10.285607 -3.975345
1305032351.003879 1.448846 9.950337 -3.687971
1305032351.005059 1.448846 9.950337 -3.687971
1305032351.008645 1.448846 9.639015 -3.783762
1305032351.009641 1.448846 9.639015 -3.783762
1305032351.012898 1.341080 9.543224 -3.544284
1305032351.013930 1.341080 9.543224 -3.544284
1305032351.017515 1.341080 9.351641 -3.568232
1305032351.018519 1.341080 9.351641 -3.568232
1305032351.019773 1.341080 9.351641 -3.568232
1305032351.020774 1.341080 9.351641 -3.568232
1305032351.024031 1.293185 9.255849 -3.209014
1305032351.025022 1.293185 9.255849 -3.209014
1305032351.028652 1.341080 9.184006 -2.825848
1305032351.029649 1.341080 9.184006 -2.825848
1305032351.032934 1.341080 9.351641 -2.777952
1305032351.033899 1.341080 9.351641 -2.777952
1305032351.037521 1.592533 9.447432 -2.346891
1305032351.038643 1.592533 9.447432 -2.346891
1305032351.039765 1.592533 9.447432 -2.346891
1305032351.040925 1.592533 9.447432 -2.346891
1305032351.044048 1.448846 9.543224 -1.724246
1305032351.045193 1.448846 9.543224 -1.724246
1305032351.048651 1.341080 9.543224 -1.484768
1305032351.049801 1.341080 9.543224 -1.484768
1305032351.053068 1.448846 9.734806 -1.101602
1305032351.054070 1.448846 9.734806 -1.101602
1305032351.057668 1.544637 9.734806 -0.910019
1305032351.058736 1.544637 9.734806 -0.910019
1305032351.059949 1.544637 9.734806 -0.910019
1305032351.060951 1.544637 9.734806 -0.910019
1305032351.063951 1.640429 9.639015 -0.910019
1305032351.065075 1.640429 9.639015 -0.910019
1305032351.068669 1.448846 9.734806 -0.718436
1305032351.069663 1.448846 9.734806 -0.718436
1305032351.072957 1.448846 9.878494 -0.814227
1305032351.073957 1.448846 9.878494 -0.814227
1305032351.077542 1.341080 9.734806 -0.910019
1305032351.078545 1.341080 9.734806 -0.910019
1305032351.079813 1.341080 9.734806 -0.910019
1305032351.080819 1.341080 9.734806 -0.910019
1305032351.084066 1.640429 9.543224 -1.293185
1305032351.085072 1.640429 9.543224 -1.293185
1305032351.088848 1.820038 9.255849 -1.676350
1305032351.089820 1.820038 9.255849 -1.676350
1305032351.093007 1.640429 9.207953 -1.580559
1305032351.093976 1.640429 9.207953 -1.580559
1305032351.097585 1.628455 8.968475 -1.867933
1305032351.098561 1.628455 8.968475 -1.867933
1305032351.099826 1.628455 8.968475 -1.867933
1305032351.100970 1.628455 8.968475 -1.867933
1305032351.104102 1.448846 8.872683 -2.251099
1305032351.105061 1.448846 8.872683 -2.251099
1305032351.108701 1.448846 8.776892 -2.251099
1305032351.109714 1.448846 8.776892 -2.251099
1305032351.113043 1.628455 8.824788 -2.454656
1305032351.113975 1.628455 8.824788 -2.454656
1305032351.117589 1.628455 8.968475 -2.394786
1305032351.118572 1.628455 8.968475 -2.394786
1305032351.119852 1.628455 8.968475 -2.394786
1305032351.120836 1.628455 8.968475 -2.394786
1305032351.124081 1.640429 8.968475 -2.634265
1305032351.125067 1.640429 8.968475 -2.634265
1305032351.128766 1.544637 9.136110 -2.634265
1305032351.129713 1.544637 9.136110 -2.634265
1305032351.132988 1.640429 9.160058 -2.442682
1305032351.133943 1.640429 9.160058 -2.442682
1305032351.137720 1.652403 9.112162 -2.490578
1305032351.138567 1.652403 9.112162 -2.490578
1305032351.139814 1.652403 9.112162 -2.490578
1305032351.141000 1.652403 9.112162 -2.490578
1305032351.144125 1.592533 9.255849 -2.251099
1305032351.145105 1.592533 9.255849 -2.251099
1305032351.148754 1.628455 9.447432 -2.251099
1305032351.149724 1.628455 9.447432 -2.251099
1305032351.152996 1.820038 9.447432 -2.442682
1305032351.153985 1.820038 9.447432 -2.442682
1305032351.157615 1.640429 9.543224 -2.538474
1305032351.158608 1.640429 9.543224 -2.538474
1305032351.159840 1.640429 9.543224 -2.538474
1305032351.160842 1.640429 9.543224 -2.538474
1305032351.163971 1.448846 9.567171 -2.442682
1305032351.165098 1.448846 9.567171 -2.442682
1305032351.168582 1.448846 9.734806 -2.418734
1305032351.169698 1.448846 9.734806 -2.418734
1305032351.172982 1.341080 9.830598 -2.346891
1305032351.173970 1.341080 9.830598 -2.346891
1305032351.175469 1.341080 9.830598 -2.346891
1305032351.178749 1.257263 9.639015 -2.346891
1305032351.179727 1.257263 9.639015 -2.346891
1305032351.183007 1.257263 9.567171 -2.466630
1305032351.184007 1.257263 9.567171 -2.466630
1305032351.187632 1.257263 9.543224 -2.346891
1305032351.188763 1.257263 9.543224 -2.346891
1305032351.189724 1.257263 9.543224 -2.346891
1305032351.193020 1.257263 9.543224 -2.442682
1305032351.194018 1.257263 9.543224 -2.442682
1305032351.197634 1.448846 9.543224 -2.346891
1305032351.198632 1.448846 9.543224 -2.346891
1305032351.199895 1.448846 9.543224 -2.346891
1305032351.200877 1.448846 9.543224 -2.346891
1305032351.204138 1.341080 9.543224 -2.059516
1305032351.205103 1.341080 9.543224 -2.059516
1305032351.208731 1.448846 9.351641 -2.059516
1305032351.209732 1.448846 9.351641 -2.059516
1305032351.213011 1.341080 9.639015 -1.724246
1305032351.214133 1.341080 9.639015 -1.724246
1305032351.217615 1.544637 9.543224 -1.867933
1305032351.218812 1.544637 9.543224 -1.867933
1305032351.220026 1.544637 9.543224 -1.867933
1305032351.221015 1.544637 9.543224 -1.867933
1305032351.224020 1.544637 9.734806 -1.867933
1305032351.225183 1.544637 9.734806 -1.867933
1305032351.228781 1.820038 9.734806 -2.107412
1305032351.229733 1.820038 9.734806 -2.107412
1305032351.232988 1.640429 9.734806 -2.251099
1305032351.233998 1.640429 9.734806 -2.251099
1305032351.237734 1.652403 9.639015 -2.538474
1305032351.238614 1.652403 9.639015 -2.538474
1305032351.239866 1.652403 9.639015 -2.538474
1305032351.241014 1.652403 9.639015 -2.538474
1305032351.244198 1.628455 9.878494 -2.825848
1305032351.245176 1.628455 9.878494 -2.825848
1305032351.248797 1.652403 10.117972 -3.113222
1305032351.249750 1.652403 10.117972 -3.113222
1305032351.253026 1.592533 10.213764 -3.113222
1305032351.254017 1.592533 10.213764 -3.113222
1305032351.257632 1.640429 10.297581 -3.209014
1305032351.258721 1.640429 10.297581 -3.209014
1305032351.259954 1.640429 10.297581 -3.209014
1305032351.260921 1.640429 10.297581 -3.209014
1305032351.264201 1.724246 10.309555 -3.592179
1305032351.265157 1.724246 10.309555 -3.592179
1305032351.268766 1.724246 10.285607 -3.927450
1305032351.269761 1.724246 10.285607 -3.927450
1305032351.273186 1.820038 10.285607 -4.166928
1305032351.274164 1.820038 10.285607 -4.166928
1305032351.277673 1.999647 10.213764 -4.358511
1305032351.278829 1.999647 10.213764 -4.358511
1305032351.279951 1.999647 10.213764 -4.358511
1305032351.281036 1.999647 10.213764 -4.358511
1305032351.284179 1.975699 10.117972 -4.550094
1305032351.285144 1.975699 10.117972 -4.550094
1305032351.288795 1.927803 10.117972 -4.645885
1305032351.289772 1.927803 10.117972 -4.645885
1305032351.293077 2.011621 9.902441 -4.741677
1305032351.294074 2.011621 9.902441 -4.741677
1305032351.297650 2.059516 9.639015 -4.645885
1305032351.298683 2.059516 9.639015 -4.645885
1305032351.299941 2.059516 9.639015 -4.645885
1305032351.301040 2.059516 9.639015 -4.645885
1305032351.304183 2.215177 9.519276 -4.741677
1305032351.305181 2.215177 9.519276 -4.741677
1305032351.308843 2.059516 9.495328 -4.741677
1305032351.309804 2.059516 9.495328 -4.741677
1305032351.313056 2.059516 9.255849 -4.741677
1305032351.314056 2.059516 9.255849 -4.741677
1305032351.317658 2.059516 9.207953 -4.645885
1305032351.318795 2.059516 9.207953 -4.645885
1305032351.319791 2.059516 9.207953 -4.645885
1305032351.323080 1.999647 9.160058 -4.358511
1305032351.324089 1.999647 9.160058 -4.358511
1305032351.327688 1.975699 9.351641 -3.999293
1305032351.328871 1.975699 9.351641 -3.999293
1305032351.330088 1.975699 9.351641 -3.999293
1305032351.331091 1.975699 9.351641 -3.999293
1305032351.334183 1.927803 9.351641 -3.975345
1305032351.335167 1.927803 9.351641 -3.975345
1305032351.338786 1.820038 9.447432 -3.592179
1305032351.339781 1.820038 9.447432 -3.592179
1305032351.343055 1.820038 9.495328 -3.209014
1305032351.344089 1.820038 9.495328 -3.209014
1305032351.347697 2.059516 9.351641 -3.304805
1305032351.348867 2.059516 9.351641 -3.304805
1305032351.349949 2.059516 9.351641 -3.304805
1305032351.351063 2.059516 9.351641 -3.304805
1305032351.354188 1.820038 9.543224 -2.825848
1305032351.355348 1.820038 9.543224 -2.825848
1305032351.358848 1.927803 9.351641 -2.730056
1305032351.359844 1.927803 9.351641 -2.730056
1305032351.363108 2.107412 9.255849 -2.825848
1305032351.364110 2.107412 9.255849 -2.825848
1305032351.367712 1.975699 9.447432 -2.730056
1305032351.368680 1.975699 9.447432 -2.730056
1305032351.369932 1.975699 9.447432 -2.730056
1305032351.370933 1.975699 9.447432 -2.730056
